date,close,predictions
2021-02-01,0.315089,0.2908351421356201
2021-02-02,0.31708,0.31147071719169617
2021-02-03,0.321854,0.31613773107528687
2021-02-04,0.312716,0.32017892599105835
2021-02-05,0.37065,0.3191300332546234
2021-02-06,0.352572,0.35947185754776
2021-02-07,0.408393,0.32912302017211914
2021-02-08,0.418461,0.3993869721889496
2021-02-09,0.43374,0.3599819839000702
2021-02-10,0.441919,0.39990416169166565
2021-02-11,0.593186,0.43853262066841125
2021-02-12,0.628112,0.5524448752403259
2021-02-13,0.617938,0.5982003808021545
2021-02-14,0.561749,0.6178025603294373
2021-02-15,0.538979,0.5790895819664001
2021-02-16,0.555181,0.529853105545044
2021-02-17,0.575362,0.561491072177887
2021-02-18,0.633757,0.579345703125
2021-02-19,0.612589,0.6042487621307373
2021-02-20,0.579956,0.5993885397911072
2021-02-21,0.60574,0.6016621589660645
2021-02-22,0.53968,0.5885617733001709
2021-02-23,0.472182,0.5781463980674744
2021-02-24,0.51492,0.5208499431610107
2021-02-25,0.481513,0.49785315990448
2021-02-26,0.526198,0.4977620840072632
2021-02-27,0.515632,0.5203378796577454
2021-02-28,0.519335,0.5136904716491699
2021-03-01,0.58218,0.5044023394584656
2021-03-02,0.602065,0.5100392699241638
2021-03-03,0.767202,0.5805122256278992
2021-03-04,0.69374,0.7015711665153503
2021-03-05,0.681804,0.6729732751846313
2021-03-06,0.665745,0.6995128989219666
2021-03-07,0.694285,0.654403030872345
2021-03-08,0.738904,0.6997571587562561
2021-03-09,0.745607,0.7383471131324768
2021-03-10,0.818833,0.7142274975776672
2021-03-11,0.802429,0.7456051111221313
2021-03-12,0.755851,0.7513594031333923
2021-03-13,0.815245,0.7316379547119141
2021-03-14,0.770341,0.7048043012619019
2021-03-15,0.761019,0.7351261377334595
2021-03-16,1.029075,0.7677956223487854
2021-03-17,1.230963,0.9820866584777832
2021-03-18,1.217396,1.0865000486373901
2021-03-19,1.18944,1.1536622047424316
2021-03-20,1.088747,1.2184141874313354
2021-03-21,1.115952,1.1408830881118774
2021-03-22,1.093635,1.038177728652954
2021-03-23,1.060867,1.1174613237380981
2021-03-24,0.993128,1.0668339729309082
2021-03-25,0.974786,1.0244457721710205
2021-03-26,1.074686,0.985951840877533
2021-03-27,1.081725,1.0305235385894775
2021-03-28,1.117845,1.0977431535720825
2021-03-29,1.13933,1.1317464113235474
2021-03-30,1.175074,1.1272332668304443
2021-03-31,1.142298,1.177816390991211
2021-04-01,1.163506,1.1475772857666016
2021-04-02,1.208935,1.1668988466262817
2021-04-03,1.130627,1.2014080286026
2021-04-04,1.186988,1.140419363975525
2021-04-05,1.285693,1.1811490058898926
2021-04-06,1.336931,1.2453844547271729
2021-04-07,1.187906,1.2981863021850586
2021-04-08,1.293698,1.2207809686660767
2021-04-09,1.533599,1.2982803583145142
2021-04-10,1.472573,1.3918341398239136
2021-04-11,1.444683,1.4252320528030396
2021-04-12,1.422055,1.4784427881240845
2021-04-13,1.499681,1.4445269107818604
2021-04-14,1.466433,1.4608559608459473
2021-04-15,1.522614,1.4804003238677979
2021-04-16,1.527853,1.5071851015090942
2021-04-17,1.4888,1.5171281099319458
2021-04-18,1.346577,1.5019946098327637
2021-04-19,1.324726,1.4946058988571167
2021-04-20,1.273452,1.4024591445922852
2021-04-21,1.229942,1.3124301433563232
2021-04-22,1.102461,1.273586630821228
2021-04-23,1.184937,1.2086704969406128
2021-04-24,1.032049,1.162443995475769
2021-04-25,1.021812,1.084957480430603
2021-04-26,1.195872,1.0215208530426025
2021-04-27,1.255987,1.1468837261199951
2021-04-28,1.199439,1.237013816833496
2021-04-29,1.188832,1.2128034830093384
2021-04-30,1.26317,1.189111351966858
2021-05-01,1.270628,1.2456862926483154
2021-05-02,1.256546,1.2579773664474487
2021-05-03,1.292276,1.2448410987854004
2021-05-04,1.171853,1.3086687326431274
2021-05-05,1.366226,1.1557340621948242
2021-05-06,1.400549,1.340590000152588
2021-05-07,1.407964,1.3914015293121338
2021-05-08,1.418798,1.3851724863052368
2021-05-09,1.414283,1.3963502645492554
2021-05-10,1.315342,1.4053553342819214
2021-05-11,1.393801,1.2996889352798462
2021-05-12,1.178301,1.398499846458435
2021-05-13,1.192187,1.3152419328689575
2021-05-14,1.21895,1.225832462310791
2021-05-15,1.138461,1.2130119800567627
2021-05-16,1.140828,1.17390775680542
2021-05-17,1.062899,1.2581452131271362
2021-05-18,1.106753,1.1876996755599976
2021-05-19,0.761587,1.1379624605178833
2021-05-20,0.877552,0.9020223021507263
2021-05-21,0.760354,1.0591766834259033
