,USD_ROI,BAT_ROI,BTC_ROI,TRADE_ROI
2022-02-15,1168.3138000000001,1202.6042,1101.2129439999999,1385.8566179610839
2022-02-16,1168.3138000000001,1173.0529999999999,1084.2203319999999,1385.8566179610839
2022-02-17,1168.3138000000001,1067.0575999999999,1001.257231,1260.6325858300272
2022-02-18,1168.3138000000001,1055.2136,987.5939319999999,1246.6399650506328
2022-02-19,1168.3138000000001,1064.0014,990.517918,1257.0219603972357
2022-02-20,1168.3138000000001,987.5949999999999,948.209041,1257.0219603972357
2022-02-21,1168.3138000000001,906.3208,914.4680999999999,1153.5752497377882
2022-02-22,1168.3138000000001,956.3568,944.8115560000001,1217.2616300965753
2022-02-23,1168.3138000000001,920.5587999999999,920.5242930000001,1171.6975353631062
2022-02-24,1168.3138000000001,923.4624,947.17831,1175.3932699144248
2022-02-25,1168.3138000000001,983.4173999999999,969.190456,1251.7046643986175
2022-02-26,1168.3138000000001,982.1588,966.70366,1250.1027042435378
2022-02-27,1168.3138000000001,935.5052,931.611876,1190.721480430549
2022-02-28,1168.3138000000001,1034.9052000000001,1066.858702,1317.2389120330636
