,USD_ROI,BAT_ROI,BTC_ROI,TRADE_ROI
2022-01-16,1083.8087,1372.774,969.8476499999999,1557.0354864101498
2022-01-17,1083.8087,1320.1305,949.905225,1497.325878252629
2022-01-18,1083.8087,1306.5299,953.3191499999999,1481.899728838035
2022-01-19,1083.8087,1247.701,937.6710749999999,1415.1744813271744
2022-01-20,1083.8087,1183.507,915.096825,1342.3639997660339
2022-01-21,1083.8087,1046.0658,820.28115,1186.4746649630767
2022-01-22,1083.8087,930.8767,788.994675,1055.8242328106267
2022-01-23,1083.8087,985.4039,816.355575,1117.6703818304825
2022-01-24,1083.8087,975.1014,825.5997,1117.6703818304825
2022-01-25,1083.8087,1030.5412,832.05,1181.2160012241225
2022-01-26,1083.8087,1051.6532,828.9141749999999,1205.414773886335
2022-01-27,1083.8087,1083.4954,836.738325,1205.414773886335
2022-01-28,1083.8087,1123.681,849.19275,1205.414773886335
2022-01-29,1083.8087,1104.3097,859.2997499999999,1205.414773886335
2022-01-30,1083.8087,1084.8772999999999,852.7803749999999,1205.414773886335
2022-01-31,1083.8087,1109.6215,866.0684249999999,1205.414773886335
2022-02-01,1168.3138000000001,1183.0714,956.306936,1277.910281959477
2022-02-02,1168.3138000000001,1133.4497999999999,912.007733,1277.910281959477
2022-02-03,1168.3138000000001,1153.0008,922.0487770000001,1299.9530966678035
2022-02-04,1168.3138000000001,1258.0064,1027.881608,1299.9530966678035
2022-02-05,1168.3138000000001,1295.1288,1022.699795,1338.3132980433616
2022-02-06,1168.3138000000001,1319.3096,1047.654452,1363.3003774730885
2022-02-07,1168.3138000000001,1354.3166,1083.541329,1399.4746434029357
2022-02-08,1168.3138000000001,1293.0498,1088.914073,1399.4746434029357
2022-02-09,1168.3138000000001,1319.4328,1097.0838449999999,1428.0291039634644
2022-02-10,1168.3138000000001,1239.2002,1075.134437,1428.0291039634644
2022-02-11,1168.3138000000001,1156.2264,1046.945809,1332.4117846098654
2022-02-12,1168.3138000000001,1132.6364,1043.450759,1305.2271484530136
2022-02-13,1168.3138000000001,1131.5024,1039.2522529999999,1303.9203499196574
2022-02-14,1168.3138000000001,1128.3188,1050.953137,1300.2516340371244
